Province,Police Station,Crime,Year,Incidents
NC,Aggeneys,All theft not mentioned elsewhere,2005,11
NC,Aggeneys,All theft not mentioned elsewhere,2006,19
NC,Aggeneys,All theft not mentioned elsewhere,2007,8
NC,Aggeneys,All theft not mentioned elsewhere,2008,14
NC,Aggeneys,All theft not mentioned elsewhere,2009,12
NC,Aggeneys,All theft not mentioned elsewhere,2010,13
NC,Aggeneys,All theft not mentioned elsewhere,2011,9
NC,Aggeneys,All theft not mentioned elsewhere,2012,9
NC,Aggeneys,All theft not mentioned elsewhere,2013,4
NC,Aggeneys,All theft not mentioned elsewhere,2014,4
NC,Aggeneys,Arson,2005,0
NC,Aggeneys,Arson,2006,0
NC,Aggeneys,Arson,2007,0
NC,Aggeneys,Arson,2008,0
NC,Aggeneys,Arson,2009,0
NC,Aggeneys,Arson,2010,0
NC,Aggeneys,Arson,2011,0
NC,Aggeneys,Arson,2012,0
NC,Aggeneys,Arson,2013,0
NC,Aggeneys,Arson,2014,0
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2005,13
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2006,4
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2007,10
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2008,5
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2009,7
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2010,7
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2011,3
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2012,5
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2013,8
NC,Aggeneys,Assault with the intent to inflict grievous bodily harm,2014,4
NC,Aggeneys,Attempted murder,2005,2
NC,Aggeneys,Attempted murder,2006,3
NC,Aggeneys,Attempted murder,2007,1
NC,Aggeneys,Attempted murder,2008,1
NC,Aggeneys,Attempted murder,2009,0
NC,Aggeneys,Attempted murder,2010,0
NC,Aggeneys,Attempted murder,2011,2
NC,Aggeneys,Attempted murder,2012,0
NC,Aggeneys,Attempted murder,2013,3
NC,Aggeneys,Attempted murder,2014,2
NC,Aggeneys,Burglary at non-residential premises,2005,5
NC,Aggeneys,Burglary at non-residential premises,2006,7
NC,Aggeneys,Burglary at non-residential premises,2007,6
NC,Aggeneys,Burglary at non-residential premises,2008,2
NC,Aggeneys,Burglary at non-residential premises,2009,5
NC,Aggeneys,Burglary at non-residential premises,2010,7
NC,Aggeneys,Burglary at non-residential premises,2011,5
NC,Aggeneys,Burglary at non-residential premises,2012,4
NC,Aggeneys,Burglary at non-residential premises,2013,1
NC,Aggeneys,Burglary at non-residential premises,2014,2
NC,Aggeneys,Burglary at residential premises,2005,4
NC,Aggeneys,Burglary at residential premises,2006,3
NC,Aggeneys,Burglary at residential premises,2007,1
NC,Aggeneys,Burglary at residential premises,2008,1
NC,Aggeneys,Burglary at residential premises,2009,3
NC,Aggeneys,Burglary at residential premises,2010,4
NC,Aggeneys,Burglary at residential premises,2011,1
NC,Aggeneys,Burglary at residential premises,2012,1
NC,Aggeneys,Burglary at residential premises,2013,3
NC,Aggeneys,Burglary at residential premises,2014,1
NC,Aggeneys,Carjacking,2005,0
NC,Aggeneys,Carjacking,2006,0
NC,Aggeneys,Carjacking,2007,0
NC,Aggeneys,Carjacking,2008,0
NC,Aggeneys,Carjacking,2009,0
NC,Aggeneys,Carjacking,2010,0
NC,Aggeneys,Carjacking,2011,0
NC,Aggeneys,Carjacking,2012,1
NC,Aggeneys,Carjacking,2013,0
NC,Aggeneys,Carjacking,2014,0
NC,Aggeneys,Commercial crime,2005,1
NC,Aggeneys,Commercial crime,2006,0
NC,Aggeneys,Commercial crime,2007,0
NC,Aggeneys,Commercial crime,2008,3
NC,Aggeneys,Commercial crime,2009,1
NC,Aggeneys,Commercial crime,2010,2
NC,Aggeneys,Commercial crime,2011,0
NC,Aggeneys,Commercial crime,2012,0
NC,Aggeneys,Commercial crime,2013,2
NC,Aggeneys,Commercial crime,2014,2
NC,Aggeneys,Common assault,2005,11
NC,Aggeneys,Common assault,2006,25
NC,Aggeneys,Common assault,2007,14
NC,Aggeneys,Common assault,2008,10
NC,Aggeneys,Common assault,2009,7
NC,Aggeneys,Common assault,2010,11
NC,Aggeneys,Common assault,2011,11
NC,Aggeneys,Common assault,2012,6
NC,Aggeneys,Common assault,2013,14
NC,Aggeneys,Common assault,2014,14
NC,Aggeneys,Common robbery,2005,1
NC,Aggeneys,Common robbery,2006,1
NC,Aggeneys,Common robbery,2007,1
NC,Aggeneys,Common robbery,2008,1
NC,Aggeneys,Common robbery,2009,0
NC,Aggeneys,Common robbery,2010,0
NC,Aggeneys,Common robbery,2011,0
NC,Aggeneys,Common robbery,2012,0
NC,Aggeneys,Common robbery,2013,0
NC,Aggeneys,Common robbery,2014,0
NC,Aggeneys,Crimen injuria,2005,1
NC,Aggeneys,Crimen injuria,2006,1
NC,Aggeneys,Crimen injuria,2007,2
NC,Aggeneys,Crimen injuria,2008,2
NC,Aggeneys,Crimen injuria,2009,1
NC,Aggeneys,Crimen injuria,2010,9
NC,Aggeneys,Crimen injuria,2011,3
NC,Aggeneys,Crimen injuria,2012,1
NC,Aggeneys,Crimen injuria,2013,3
NC,Aggeneys,Crimen injuria,2014,6
NC,Aggeneys,Culpable homicide,2005,4
NC,Aggeneys,Culpable homicide,2006,0
NC,Aggeneys,Culpable homicide,2007,0
NC,Aggeneys,Culpable homicide,2008,0
NC,Aggeneys,Culpable homicide,2009,0
NC,Aggeneys,Culpable homicide,2010,1
NC,Aggeneys,Culpable homicide,2011,1
NC,Aggeneys,Culpable homicide,2012,3
NC,Aggeneys,Culpable homicide,2013,1
NC,Aggeneys,Culpable homicide,2014,0
NC,Aggeneys,Driving under the influence of alcohol or drugs,2005,6
NC,Aggeneys,Driving under the influence of alcohol or drugs,2006,16
NC,Aggeneys,Driving under the influence of alcohol or drugs,2007,19
NC,Aggeneys,Driving under the influence of alcohol or drugs,2008,13
NC,Aggeneys,Driving under the influence of alcohol or drugs,2009,9
NC,Aggeneys,Driving under the influence of alcohol or drugs,2010,8
NC,Aggeneys,Driving under the influence of alcohol or drugs,2011,7
NC,Aggeneys,Driving under the influence of alcohol or drugs,2012,6
NC,Aggeneys,Driving under the influence of alcohol or drugs,2013,8
NC,Aggeneys,Driving under the influence of alcohol or drugs,2014,5
NC,Aggeneys,Drug-related crime,2005,14
NC,Aggeneys,Drug-related crime,2006,5
NC,Aggeneys,Drug-related crime,2007,2
NC,Aggeneys,Drug-related crime,2008,2
NC,Aggeneys,Drug-related crime,2009,11
NC,Aggeneys,Drug-related crime,2010,1
NC,Aggeneys,Drug-related crime,2011,1
NC,Aggeneys,Drug-related crime,2012,4
NC,Aggeneys,Drug-related crime,2013,1
NC,Aggeneys,Drug-related crime,2014,6
NC,Aggeneys,Kidnapping,2005,0
NC,Aggeneys,Kidnapping,2006,0
NC,Aggeneys,Kidnapping,2007,0
NC,Aggeneys,Kidnapping,2008,0
NC,Aggeneys,Kidnapping,2009,0
NC,Aggeneys,Kidnapping,2010,0
NC,Aggeneys,Kidnapping,2011,0
NC,Aggeneys,Kidnapping,2012,0
NC,Aggeneys,Kidnapping,2013,0
NC,Aggeneys,Kidnapping,2014,0
NC,Aggeneys,Malicious injury to property,2005,9
NC,Aggeneys,Malicious injury to property,2006,1
NC,Aggeneys,Malicious injury to property,2007,2
NC,Aggeneys,Malicious injury to property,2008,1
NC,Aggeneys,Malicious injury to property,2009,12
NC,Aggeneys,Malicious injury to property,2010,3
NC,Aggeneys,Malicious injury to property,2011,7
NC,Aggeneys,Malicious injury to property,2012,10
NC,Aggeneys,Malicious injury to property,2013,3
NC,Aggeneys,Malicious injury to property,2014,7
NC,Aggeneys,Murder,2005,0
NC,Aggeneys,Murder,2006,1
NC,Aggeneys,Murder,2007,1
NC,Aggeneys,Murder,2008,1
NC,Aggeneys,Murder,2009,0
NC,Aggeneys,Murder,2010,1
NC,Aggeneys,Murder,2011,0
NC,Aggeneys,Murder,2012,1
NC,Aggeneys,Murder,2013,0
NC,Aggeneys,Murder,2014,1
NC,Aggeneys,Neglect and ill-treatment of children,2005,0
NC,Aggeneys,Neglect and ill-treatment of children,2006,0
NC,Aggeneys,Neglect and ill-treatment of children,2007,0
NC,Aggeneys,Neglect and ill-treatment of children,2008,0
NC,Aggeneys,Neglect and ill-treatment of children,2009,0
NC,Aggeneys,Neglect and ill-treatment of children,2010,0
NC,Aggeneys,Neglect and ill-treatment of children,2011,0
NC,Aggeneys,Neglect and ill-treatment of children,2012,0
NC,Aggeneys,Neglect and ill-treatment of children,2013,0
NC,Aggeneys,Neglect and ill-treatment of children,2014,0
NC,Aggeneys,Public violence,2005,0
NC,Aggeneys,Public violence,2006,0
NC,Aggeneys,Public violence,2007,0
NC,Aggeneys,Public violence,2008,0
NC,Aggeneys,Public violence,2009,0
NC,Aggeneys,Public violence,2010,0
NC,Aggeneys,Public violence,2011,0
NC,Aggeneys,Public violence,2012,0
NC,Aggeneys,Public violence,2013,0
NC,Aggeneys,Public violence,2014,0
NC,Aggeneys,Robbery at non-residential premises,2005,0
NC,Aggeneys,Robbery at non-residential premises,2006,0
NC,Aggeneys,Robbery at non-residential premises,2007,0
NC,Aggeneys,Robbery at non-residential premises,2008,0
NC,Aggeneys,Robbery at non-residential premises,2009,0
NC,Aggeneys,Robbery at non-residential premises,2010,0
NC,Aggeneys,Robbery at non-residential premises,2011,0
NC,Aggeneys,Robbery at non-residential premises,2012,0
NC,Aggeneys,Robbery at non-residential premises,2013,0
NC,Aggeneys,Robbery at non-residential premises,2014,0
NC,Aggeneys,Robbery at residential premises,2005,0
NC,Aggeneys,Robbery at residential premises,2006,0
NC,Aggeneys,Robbery at residential premises,2007,0
NC,Aggeneys,Robbery at residential premises,2008,0
NC,Aggeneys,Robbery at residential premises,2009,0
NC,Aggeneys,Robbery at residential premises,2010,0
NC,Aggeneys,Robbery at residential premises,2011,0
NC,Aggeneys,Robbery at residential premises,2012,0
NC,Aggeneys,Robbery at residential premises,2013,0
NC,Aggeneys,Robbery at residential premises,2014,0
NC,Aggeneys,Robbery with aggravating circumstances,2005,2
NC,Aggeneys,Robbery with aggravating circumstances,2006,1
NC,Aggeneys,Robbery with aggravating circumstances,2007,0
NC,Aggeneys,Robbery with aggravating circumstances,2008,0
NC,Aggeneys,Robbery with aggravating circumstances,2009,0
NC,Aggeneys,Robbery with aggravating circumstances,2010,0
NC,Aggeneys,Robbery with aggravating circumstances,2011,0
NC,Aggeneys,Robbery with aggravating circumstances,2012,1
NC,Aggeneys,Robbery with aggravating circumstances,2013,0
NC,Aggeneys,Robbery with aggravating circumstances,2014,0
NC,Aggeneys,Shoplifting,2005,8
NC,Aggeneys,Shoplifting,2006,3
NC,Aggeneys,Shoplifting,2007,4
NC,Aggeneys,Shoplifting,2008,1
NC,Aggeneys,Shoplifting,2009,2
NC,Aggeneys,Shoplifting,2010,1
NC,Aggeneys,Shoplifting,2011,1
NC,Aggeneys,Shoplifting,2012,5
NC,Aggeneys,Shoplifting,2013,1
NC,Aggeneys,Shoplifting,2014,1
NC,Aggeneys,Stock-theft,2005,0
NC,Aggeneys,Stock-theft,2006,0
NC,Aggeneys,Stock-theft,2007,0
NC,Aggeneys,Stock-theft,2008,1
NC,Aggeneys,Stock-theft,2009,2
NC,Aggeneys,Stock-theft,2010,0
NC,Aggeneys,Stock-theft,2011,0
NC,Aggeneys,Stock-theft,2012,2
NC,Aggeneys,Stock-theft,2013,0
NC,Aggeneys,Stock-theft,2014,1
NC,Aggeneys,Theft of motor vehicle and motorcycle,2005,0
NC,Aggeneys,Theft of motor vehicle and motorcycle,2006,2
NC,Aggeneys,Theft of motor vehicle and motorcycle,2007,1
NC,Aggeneys,Theft of motor vehicle and motorcycle,2008,1
NC,Aggeneys,Theft of motor vehicle and motorcycle,2009,1
NC,Aggeneys,Theft of motor vehicle and motorcycle,2010,0
NC,Aggeneys,Theft of motor vehicle and motorcycle,2011,2
NC,Aggeneys,Theft of motor vehicle and motorcycle,2012,1
NC,Aggeneys,Theft of motor vehicle and motorcycle,2013,0
NC,Aggeneys,Theft of motor vehicle and motorcycle,2014,1
NC,Aggeneys,Theft out of or from motor vehicle,2005,2
NC,Aggeneys,Theft out of or from motor vehicle,2006,3
NC,Aggeneys,Theft out of or from motor vehicle,2007,2
NC,Aggeneys,Theft out of or from motor vehicle,2008,0
NC,Aggeneys,Theft out of or from motor vehicle,2009,1
NC,Aggeneys,Theft out of or from motor vehicle,2010,0
NC,Aggeneys,Theft out of or from motor vehicle,2011,0
NC,Aggeneys,Theft out of or from motor vehicle,2012,1
NC,Aggeneys,Theft out of or from motor vehicle,2013,0
NC,Aggeneys,Theft out of or from motor vehicle,2014,2
NC,Aggeneys,Total Sexual Crimes,2005,1
NC,Aggeneys,Total Sexual Crimes,2006,0
NC,Aggeneys,Total Sexual Crimes,2007,1
NC,Aggeneys,Total Sexual Crimes,2008,3
NC,Aggeneys,Total Sexual Crimes,2009,0
NC,Aggeneys,Total Sexual Crimes,2010,0
NC,Aggeneys,Total Sexual Crimes,2011,2
NC,Aggeneys,Total Sexual Crimes,2012,4
NC,Aggeneys,Total Sexual Crimes,2013,4
NC,Aggeneys,Total Sexual Crimes,2014,1
NC,Aggeneys,Truck hijacking,2005,0
NC,Aggeneys,Truck hijacking,2006,0
NC,Aggeneys,Truck hijacking,2007,0
NC,Aggeneys,Truck hijacking,2008,0
NC,Aggeneys,Truck hijacking,2009,0
NC,Aggeneys,Truck hijacking,2010,0
NC,Aggeneys,Truck hijacking,2011,0
NC,Aggeneys,Truck hijacking,2012,0
NC,Aggeneys,Truck hijacking,2013,0
NC,Aggeneys,Truck hijacking,2014,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2005,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2006,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2007,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2008,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2009,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2010,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2011,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2012,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2013,0
NC,Aggeneys,Unlawful possession of firearms and ammunition,2014,0
NC,Alexander Bay,All theft not mentioned elsewhere,2005,43
NC,Alexander Bay,All theft not mentioned elsewhere,2006,29
NC,Alexander Bay,All theft not mentioned elsewhere,2007,16
NC,Alexander Bay,All theft not mentioned elsewhere,2008,14
NC,Alexander Bay,All theft not mentioned elsewhere,2009,27
NC,Alexander Bay,All theft not mentioned elsewhere,2010,12
NC,Alexander Bay,All theft not mentioned elsewhere,2011,22
NC,Alexander Bay,All theft not mentioned elsewhere,2012,16
NC,Alexander Bay,All theft not mentioned elsewhere,2013,16
NC,Alexander Bay,All theft not mentioned elsewhere,2014,12
NC,Alexander Bay,Arson,2005,0
NC,Alexander Bay,Arson,2006,2
NC,Alexander Bay,Arson,2007,1
NC,Alexander Bay,Arson,2008,0
NC,Alexander Bay,Arson,2009,0
NC,Alexander Bay,Arson,2010,0
NC,Alexander Bay,Arson,2011,2
NC,Alexander Bay,Arson,2012,0
NC,Alexander Bay,Arson,2013,1
NC,Alexander Bay,Arson,2014,1
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2005,46
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2006,40
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2007,29
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2008,37
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2009,28
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2010,25
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2011,12
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2012,28
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2013,20
NC,Alexander Bay,Assault with the intent to inflict grievous bodily harm,2014,22
NC,Alexander Bay,Attempted murder,2005,4
NC,Alexander Bay,Attempted murder,2006,2
NC,Alexander Bay,Attempted murder,2007,2
NC,Alexander Bay,Attempted murder,2008,3
NC,Alexander Bay,Attempted murder,2009,6
NC,Alexander Bay,Attempted murder,2010,3
NC,Alexander Bay,Attempted murder,2011,3
NC,Alexander Bay,Attempted murder,2012,6
NC,Alexander Bay,Attempted murder,2013,3
NC,Alexander Bay,Attempted murder,2014,2
NC,Alexander Bay,Burglary at non-residential premises,2005,21
NC,Alexander Bay,Burglary at non-residential premises,2006,7
NC,Alexander Bay,Burglary at non-residential premises,2007,14
NC,Alexander Bay,Burglary at non-residential premises,2008,18
NC,Alexander Bay,Burglary at non-residential premises,2009,15
NC,Alexander Bay,Burglary at non-residential premises,2010,3
NC,Alexander Bay,Burglary at non-residential premises,2011,6
NC,Alexander Bay,Burglary at non-residential premises,2012,7
NC,Alexander Bay,Burglary at non-residential premises,2013,7
NC,Alexander Bay,Burglary at non-residential premises,2014,19
NC,Alexander Bay,Burglary at residential premises,2005,39
NC,Alexander Bay,Burglary at residential premises,2006,38
NC,Alexander Bay,Burglary at residential premises,2007,10
NC,Alexander Bay,Burglary at residential premises,2008,27
NC,Alexander Bay,Burglary at residential premises,2009,45
NC,Alexander Bay,Burglary at residential premises,2010,18
NC,Alexander Bay,Burglary at residential premises,2011,12
NC,Alexander Bay,Burglary at residential premises,2012,25
NC,Alexander Bay,Burglary at residential premises,2013,6
NC,Alexander Bay,Burglary at residential premises,2014,14
NC,Alexander Bay,Carjacking,2005,0
NC,Alexander Bay,Carjacking,2006,0
NC,Alexander Bay,Carjacking,2007,0
NC,Alexander Bay,Carjacking,2008,0
NC,Alexander Bay,Carjacking,2009,0
NC,Alexander Bay,Carjacking,2010,0
NC,Alexander Bay,Carjacking,2011,0
NC,Alexander Bay,Carjacking,2012,0
NC,Alexander Bay,Carjacking,2013,0
NC,Alexander Bay,Carjacking,2014,0
NC,Alexander Bay,Commercial crime,2005,5
NC,Alexander Bay,Commercial crime,2006,2
NC,Alexander Bay,Commercial crime,2007,3
NC,Alexander Bay,Commercial crime,2008,4
NC,Alexander Bay,Commercial crime,2009,1
NC,Alexander Bay,Commercial crime,2010,2
NC,Alexander Bay,Commercial crime,2011,3
NC,Alexander Bay,Commercial crime,2012,3
NC,Alexander Bay,Commercial crime,2013,1
NC,Alexander Bay,Commercial crime,2014,2
NC,Alexander Bay,Common assault,2005,51
NC,Alexander Bay,Common assault,2006,47
NC,Alexander Bay,Common assault,2007,15
NC,Alexander Bay,Common assault,2008,24
NC,Alexander Bay,Common assault,2009,23
NC,Alexander Bay,Common assault,2010,13
NC,Alexander Bay,Common assault,2011,28
NC,Alexander Bay,Common assault,2012,14
NC,Alexander Bay,Common assault,2013,7
NC,Alexander Bay,Common assault,2014,16
NC,Alexander Bay,Common robbery,2005,0
NC,Alexander Bay,Common robbery,2006,3
NC,Alexander Bay,Common robbery,2007,0
NC,Alexander Bay,Common robbery,2008,1
NC,Alexander Bay,Common robbery,2009,2
NC,Alexander Bay,Common robbery,2010,0
NC,Alexander Bay,Common robbery,2011,1
NC,Alexander Bay,Common robbery,2012,1
NC,Alexander Bay,Common robbery,2013,1
NC,Alexander Bay,Common robbery,2014,1
NC,Alexander Bay,Crimen injuria,2005,3
NC,Alexander Bay,Crimen injuria,2006,6
NC,Alexander Bay,Crimen injuria,2007,2
NC,Alexander Bay,Crimen injuria,2008,3
NC,Alexander Bay,Crimen injuria,2009,3
NC,Alexander Bay,Crimen injuria,2010,2
NC,Alexander Bay,Crimen injuria,2011,3
NC,Alexander Bay,Crimen injuria,2012,1
NC,Alexander Bay,Crimen injuria,2013,3
NC,Alexander Bay,Crimen injuria,2014,4
NC,Alexander Bay,Culpable homicide,2005,3
NC,Alexander Bay,Culpable homicide,2006,2
NC,Alexander Bay,Culpable homicide,2007,2
NC,Alexander Bay,Culpable homicide,2008,1
NC,Alexander Bay,Culpable homicide,2009,0
NC,Alexander Bay,Culpable homicide,2010,1
NC,Alexander Bay,Culpable homicide,2011,0
NC,Alexander Bay,Culpable homicide,2012,0
NC,Alexander Bay,Culpable homicide,2013,0
NC,Alexander Bay,Culpable homicide,2014,0
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2005,7
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2006,12
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2007,6
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2008,5
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2009,6
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2010,6
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2011,3
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2012,1
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2013,1
NC,Alexander Bay,Driving under the influence of alcohol or drugs,2014,0
NC,Alexander Bay,Drug-related crime,2005,45
NC,Alexander Bay,Drug-related crime,2006,29
NC,Alexander Bay,Drug-related crime,2007,13
NC,Alexander Bay,Drug-related crime,2008,13
NC,Alexander Bay,Drug-related crime,2009,23
NC,Alexander Bay,Drug-related crime,2010,13
NC,Alexander Bay,Drug-related crime,2011,12
NC,Alexander Bay,Drug-related crime,2012,14
NC,Alexander Bay,Drug-related crime,2013,12
NC,Alexander Bay,Drug-related crime,2014,12
NC,Alexander Bay,Kidnapping,2005,1
NC,Alexander Bay,Kidnapping,2006,0
NC,Alexander Bay,Kidnapping,2007,1
NC,Alexander Bay,Kidnapping,2008,1
NC,Alexander Bay,Kidnapping,2009,0
NC,Alexander Bay,Kidnapping,2010,0
NC,Alexander Bay,Kidnapping,2011,0
NC,Alexander Bay,Kidnapping,2012,0
NC,Alexander Bay,Kidnapping,2013,0
NC,Alexander Bay,Kidnapping,2014,0
NC,Alexander Bay,Malicious injury to property,2005,22
NC,Alexander Bay,Malicious injury to property,2006,16
NC,Alexander Bay,Malicious injury to property,2007,5
NC,Alexander Bay,Malicious injury to property,2008,18
NC,Alexander Bay,Malicious injury to property,2009,24
NC,Alexander Bay,Malicious injury to property,2010,10
NC,Alexander Bay,Malicious injury to property,2011,6
NC,Alexander Bay,Malicious injury to property,2012,15
NC,Alexander Bay,Malicious injury to property,2013,12
NC,Alexander Bay,Malicious injury to property,2014,9
NC,Alexander Bay,Murder,2005,3
NC,Alexander Bay,Murder,2006,0
NC,Alexander Bay,Murder,2007,2
NC,Alexander Bay,Murder,2008,1
NC,Alexander Bay,Murder,2009,3
NC,Alexander Bay,Murder,2010,1
NC,Alexander Bay,Murder,2011,1
NC,Alexander Bay,Murder,2012,2
NC,Alexander Bay,Murder,2013,1
NC,Alexander Bay,Murder,2014,0
NC,Alexander Bay,Neglect and ill-treatment of children,2005,2
NC,Alexander Bay,Neglect and ill-treatment of children,2006,0
NC,Alexander Bay,Neglect and ill-treatment of children,2007,0
NC,Alexander Bay,Neglect and ill-treatment of children,2008,0
NC,Alexander Bay,Neglect and ill-treatment of children,2009,1
NC,Alexander Bay,Neglect and ill-treatment of children,2010,1
NC,Alexander Bay,Neglect and ill-treatment of children,2011,0
NC,Alexander Bay,Neglect and ill-treatment of children,2012,0
NC,Alexander Bay,Neglect and ill-treatment of children,2013,0
NC,Alexander Bay,Neglect and ill-treatment of children,2014,0
NC,Alexander Bay,Public violence,2005,0
NC,Alexander Bay,Public violence,2006,0
NC,Alexander Bay,Public violence,2007,0
NC,Alexander Bay,Public violence,2008,0
NC,Alexander Bay,Public violence,2009,0
NC,Alexander Bay,Public violence,2010,0
NC,Alexander Bay,Public violence,2011,0
NC,Alexander Bay,Public violence,2012,0
NC,Alexander Bay,Public violence,2013,0
NC,Alexander Bay,Public violence,2014,0
NC,Alexander Bay,Robbery at non-residential premises,2005,0
NC,Alexander Bay,Robbery at non-residential premises,2006,0
NC,Alexander Bay,Robbery at non-residential premises,2007,0
NC,Alexander Bay,Robbery at non-residential premises,2008,0
NC,Alexander Bay,Robbery at non-residential premises,2009,0
NC,Alexander Bay,Robbery at non-residential premises,2010,0
NC,Alexander Bay,Robbery at non-residential premises,2011,0
NC,Alexander Bay,Robbery at non-residential premises,2012,0
NC,Alexander Bay,Robbery at non-residential premises,2013,0
NC,Alexander Bay,Robbery at non-residential premises,2014,1
NC,Alexander Bay,Robbery at residential premises,2005,0
NC,Alexander Bay,Robbery at residential premises,2006,0
NC,Alexander Bay,Robbery at residential premises,2007,0
NC,Alexander Bay,Robbery at residential premises,2008,0
NC,Alexander Bay,Robbery at residential premises,2009,0
NC,Alexander Bay,Robbery at residential premises,2010,0
NC,Alexander Bay,Robbery at residential premises,2011,1
NC,Alexander Bay,Robbery at residential premises,2012,0
NC,Alexander Bay,Robbery at residential premises,2013,0
NC,Alexander Bay,Robbery at residential premises,2014,0
NC,Alexander Bay,Robbery with aggravating circumstances,2005,1
NC,Alexander Bay,Robbery with aggravating circumstances,2006,0
NC,Alexander Bay,Robbery with aggravating circumstances,2007,0
NC,Alexander Bay,Robbery with aggravating circumstances,2008,0
NC,Alexander Bay,Robbery with aggravating circumstances,2009,0
NC,Alexander Bay,Robbery with aggravating circumstances,2010,0
NC,Alexander Bay,Robbery with aggravating circumstances,2011,1
NC,Alexander Bay,Robbery with aggravating circumstances,2012,0
NC,Alexander Bay,Robbery with aggravating circumstances,2013,0
NC,Alexander Bay,Robbery with aggravating circumstances,2014,1
NC,Alexander Bay,Shoplifting,2005,6
NC,Alexander Bay,Shoplifting,2006,3
NC,Alexander Bay,Shoplifting,2007,2
NC,Alexander Bay,Shoplifting,2008,1
NC,Alexander Bay,Shoplifting,2009,1
NC,Alexander Bay,Shoplifting,2010,1
NC,Alexander Bay,Shoplifting,2011,1
NC,Alexander Bay,Shoplifting,2012,1
NC,Alexander Bay,Shoplifting,2013,0
NC,Alexander Bay,Shoplifting,2014,0
NC,Alexander Bay,Stock-theft,2005,1
NC,Alexander Bay,Stock-theft,2006,3
NC,Alexander Bay,Stock-theft,2007,3
NC,Alexander Bay,Stock-theft,2008,4
NC,Alexander Bay,Stock-theft,2009,3
NC,Alexander Bay,Stock-theft,2010,1
NC,Alexander Bay,Stock-theft,2011,0
NC,Alexander Bay,Stock-theft,2012,1
NC,Alexander Bay,Stock-theft,2013,2
NC,Alexander Bay,Stock-theft,2014,1
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2005,3
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2006,2
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2007,0
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2008,2
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2009,3
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2010,1
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2011,0
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2012,0
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2013,1
NC,Alexander Bay,Theft of motor vehicle and motorcycle,2014,0
NC,Alexander Bay,Theft out of or from motor vehicle,2005,3
NC,Alexander Bay,Theft out of or from motor vehicle,2006,3
NC,Alexander Bay,Theft out of or from motor vehicle,2007,3
NC,Alexander Bay,Theft out of or from motor vehicle,2008,2
NC,Alexander Bay,Theft out of or from motor vehicle,2009,1
NC,Alexander Bay,Theft out of or from motor vehicle,2010,4
NC,Alexander Bay,Theft out of or from motor vehicle,2011,0
NC,Alexander Bay,Theft out of or from motor vehicle,2012,3
NC,Alexander Bay,Theft out of or from motor vehicle,2013,2
NC,Alexander Bay,Theft out of or from motor vehicle,2014,3
NC,Alexander Bay,Total Sexual Crimes,2005,9
NC,Alexander Bay,Total Sexual Crimes,2006,10
