Province,Police Station,Crime,Year,Incidents
NC,Onseepkans,Common robbery,2005,0
NC,Onseepkans,Common robbery,2006,0
NC,Onseepkans,Common robbery,2007,0
NC,Onseepkans,Common robbery,2008,0
NC,Onseepkans,Common robbery,2009,0
NC,Onseepkans,Common robbery,2010,0
NC,Onseepkans,Common robbery,2011,1
NC,Onseepkans,Common robbery,2012,0
NC,Onseepkans,Common robbery,2013,0
NC,Onseepkans,Common robbery,2014,0
NC,Onseepkans,Crimen injuria,2005,6
NC,Onseepkans,Crimen injuria,2006,2
NC,Onseepkans,Crimen injuria,2007,4
NC,Onseepkans,Crimen injuria,2008,1
NC,Onseepkans,Crimen injuria,2009,2
NC,Onseepkans,Crimen injuria,2010,0
NC,Onseepkans,Crimen injuria,2011,1
NC,Onseepkans,Crimen injuria,2012,0
NC,Onseepkans,Crimen injuria,2013,0
NC,Onseepkans,Crimen injuria,2014,1
NC,Onseepkans,Culpable homicide,2005,1
NC,Onseepkans,Culpable homicide,2006,0
NC,Onseepkans,Culpable homicide,2007,0
NC,Onseepkans,Culpable homicide,2008,0
NC,Onseepkans,Culpable homicide,2009,1
NC,Onseepkans,Culpable homicide,2010,0
NC,Onseepkans,Culpable homicide,2011,2
NC,Onseepkans,Culpable homicide,2012,0
NC,Onseepkans,Culpable homicide,2013,1
NC,Onseepkans,Culpable homicide,2014,1
NC,Onseepkans,Driving under the influence of alcohol or drugs,2005,0
NC,Onseepkans,Driving under the influence of alcohol or drugs,2006,0
NC,Onseepkans,Driving under the influence of alcohol or drugs,2007,1
NC,Onseepkans,Driving under the influence of alcohol or drugs,2008,0
NC,Onseepkans,Driving under the influence of alcohol or drugs,2009,1
NC,Onseepkans,Driving under the influence of alcohol or drugs,2010,0
NC,Onseepkans,Driving under the influence of alcohol or drugs,2011,2
NC,Onseepkans,Driving under the influence of alcohol or drugs,2012,1
NC,Onseepkans,Driving under the influence of alcohol or drugs,2013,1
NC,Onseepkans,Driving under the influence of alcohol or drugs,2014,1
NC,Onseepkans,Drug-related crime,2005,6
NC,Onseepkans,Drug-related crime,2006,0
NC,Onseepkans,Drug-related crime,2007,1
NC,Onseepkans,Drug-related crime,2008,7
NC,Onseepkans,Drug-related crime,2009,4
NC,Onseepkans,Drug-related crime,2010,8
NC,Onseepkans,Drug-related crime,2011,10
NC,Onseepkans,Drug-related crime,2012,6
NC,Onseepkans,Drug-related crime,2013,8
NC,Onseepkans,Drug-related crime,2014,6
NC,Onseepkans,Kidnapping,2005,0
NC,Onseepkans,Kidnapping,2006,0
NC,Onseepkans,Kidnapping,2007,0
NC,Onseepkans,Kidnapping,2008,0
NC,Onseepkans,Kidnapping,2009,0
NC,Onseepkans,Kidnapping,2010,0
NC,Onseepkans,Kidnapping,2011,0
NC,Onseepkans,Kidnapping,2012,0
NC,Onseepkans,Kidnapping,2013,0
NC,Onseepkans,Kidnapping,2014,0
NC,Onseepkans,Malicious injury to property,2005,9
NC,Onseepkans,Malicious injury to property,2006,5
NC,Onseepkans,Malicious injury to property,2007,4
NC,Onseepkans,Malicious injury to property,2008,3
NC,Onseepkans,Malicious injury to property,2009,1
NC,Onseepkans,Malicious injury to property,2010,3
NC,Onseepkans,Malicious injury to property,2011,2
NC,Onseepkans,Malicious injury to property,2012,4
NC,Onseepkans,Malicious injury to property,2013,3
NC,Onseepkans,Malicious injury to property,2014,5
NC,Onseepkans,Murder,2005,1
NC,Onseepkans,Murder,2006,0
NC,Onseepkans,Murder,2007,2
NC,Onseepkans,Murder,2008,1
NC,Onseepkans,Murder,2009,0
NC,Onseepkans,Murder,2010,1
NC,Onseepkans,Murder,2011,1
NC,Onseepkans,Murder,2012,0
NC,Onseepkans,Murder,2013,1
NC,Onseepkans,Murder,2014,3
NC,Onseepkans,Neglect and ill-treatment of children,2005,0
NC,Onseepkans,Neglect and ill-treatment of children,2006,0
NC,Onseepkans,Neglect and ill-treatment of children,2007,0
NC,Onseepkans,Neglect and ill-treatment of children,2008,0
NC,Onseepkans,Neglect and ill-treatment of children,2009,0
NC,Onseepkans,Neglect and ill-treatment of children,2010,0
NC,Onseepkans,Neglect and ill-treatment of children,2011,0
NC,Onseepkans,Neglect and ill-treatment of children,2012,0
NC,Onseepkans,Neglect and ill-treatment of children,2013,0
NC,Onseepkans,Neglect and ill-treatment of children,2014,0
NC,Onseepkans,Public violence,2005,0
NC,Onseepkans,Public violence,2006,0
NC,Onseepkans,Public violence,2007,0
NC,Onseepkans,Public violence,2008,0
NC,Onseepkans,Public violence,2009,0
NC,Onseepkans,Public violence,2010,0
NC,Onseepkans,Public violence,2011,0
NC,Onseepkans,Public violence,2012,0
NC,Onseepkans,Public violence,2013,0
NC,Onseepkans,Public violence,2014,0
NC,Onseepkans,Robbery at non-residential premises,2005,0
NC,Onseepkans,Robbery at non-residential premises,2006,0
NC,Onseepkans,Robbery at non-residential premises,2007,0
NC,Onseepkans,Robbery at non-residential premises,2008,0
NC,Onseepkans,Robbery at non-residential premises,2009,0
NC,Onseepkans,Robbery at non-residential premises,2010,0
NC,Onseepkans,Robbery at non-residential premises,2011,0
NC,Onseepkans,Robbery at non-residential premises,2012,0
NC,Onseepkans,Robbery at non-residential premises,2013,0
NC,Onseepkans,Robbery at non-residential premises,2014,0
NC,Onseepkans,Robbery at residential premises,2005,0
NC,Onseepkans,Robbery at residential premises,2006,0
NC,Onseepkans,Robbery at residential premises,2007,0
NC,Onseepkans,Robbery at residential premises,2008,0
NC,Onseepkans,Robbery at residential premises,2009,0
NC,Onseepkans,Robbery at residential premises,2010,0
NC,Onseepkans,Robbery at residential premises,2011,0
NC,Onseepkans,Robbery at residential premises,2012,0
NC,Onseepkans,Robbery at residential premises,2013,0
NC,Onseepkans,Robbery at residential premises,2014,0
NC,Onseepkans,Robbery with aggravating circumstances,2005,0
NC,Onseepkans,Robbery with aggravating circumstances,2006,1
NC,Onseepkans,Robbery with aggravating circumstances,2007,0
NC,Onseepkans,Robbery with aggravating circumstances,2008,0
NC,Onseepkans,Robbery with aggravating circumstances,2009,0
NC,Onseepkans,Robbery with aggravating circumstances,2010,0
NC,Onseepkans,Robbery with aggravating circumstances,2011,0
NC,Onseepkans,Robbery with aggravating circumstances,2012,0
NC,Onseepkans,Robbery with aggravating circumstances,2013,0
NC,Onseepkans,Robbery with aggravating circumstances,2014,0
NC,Onseepkans,Shoplifting,2005,0
NC,Onseepkans,Shoplifting,2006,0
NC,Onseepkans,Shoplifting,2007,0
NC,Onseepkans,Shoplifting,2008,0
NC,Onseepkans,Shoplifting,2009,0
NC,Onseepkans,Shoplifting,2010,0
NC,Onseepkans,Shoplifting,2011,0
NC,Onseepkans,Shoplifting,2012,0
NC,Onseepkans,Shoplifting,2013,0
NC,Onseepkans,Shoplifting,2014,0
NC,Onseepkans,Stock-theft,2005,0
NC,Onseepkans,Stock-theft,2006,3
NC,Onseepkans,Stock-theft,2007,2
NC,Onseepkans,Stock-theft,2008,2
NC,Onseepkans,Stock-theft,2009,3
NC,Onseepkans,Stock-theft,2010,4
NC,Onseepkans,Stock-theft,2011,2
NC,Onseepkans,Stock-theft,2012,2
NC,Onseepkans,Stock-theft,2013,2
NC,Onseepkans,Stock-theft,2014,3
NC,Onseepkans,Theft of motor vehicle and motorcycle,2005,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2006,3
NC,Onseepkans,Theft of motor vehicle and motorcycle,2007,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2008,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2009,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2010,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2011,1
NC,Onseepkans,Theft of motor vehicle and motorcycle,2012,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2013,0
NC,Onseepkans,Theft of motor vehicle and motorcycle,2014,0
NC,Onseepkans,Theft out of or from motor vehicle,2005,0
NC,Onseepkans,Theft out of or from motor vehicle,2006,1
NC,Onseepkans,Theft out of or from motor vehicle,2007,1
NC,Onseepkans,Theft out of or from motor vehicle,2008,0
NC,Onseepkans,Theft out of or from motor vehicle,2009,0
NC,Onseepkans,Theft out of or from motor vehicle,2010,0
NC,Onseepkans,Theft out of or from motor vehicle,2011,0
NC,Onseepkans,Theft out of or from motor vehicle,2012,0
NC,Onseepkans,Theft out of or from motor vehicle,2013,0
NC,Onseepkans,Theft out of or from motor vehicle,2014,3
NC,Onseepkans,Total Sexual Crimes,2005,4
NC,Onseepkans,Total Sexual Crimes,2006,12
NC,Onseepkans,Total Sexual Crimes,2007,3
NC,Onseepkans,Total Sexual Crimes,2008,6
NC,Onseepkans,Total Sexual Crimes,2009,7
NC,Onseepkans,Total Sexual Crimes,2010,4
NC,Onseepkans,Total Sexual Crimes,2011,4
NC,Onseepkans,Total Sexual Crimes,2012,4
NC,Onseepkans,Total Sexual Crimes,2013,4
NC,Onseepkans,Total Sexual Crimes,2014,7
NC,Onseepkans,Truck hijacking,2005,0
NC,Onseepkans,Truck hijacking,2006,0
NC,Onseepkans,Truck hijacking,2007,0
NC,Onseepkans,Truck hijacking,2008,0
NC,Onseepkans,Truck hijacking,2009,0
NC,Onseepkans,Truck hijacking,2010,0
NC,Onseepkans,Truck hijacking,2011,0
NC,Onseepkans,Truck hijacking,2012,0
NC,Onseepkans,Truck hijacking,2013,0
NC,Onseepkans,Truck hijacking,2014,0
NC,Onseepkans,Unlawful possession of firearms and ammunition,2005,1
NC,Onseepkans,Unlawful possession of firearms and ammunition,2006,0
NC,Onseepkans,Unlawful possession of firearms and ammunition,2007,0
NC,Onseepkans,Unlawful possession of firearms and ammunition,2008,0
NC,Onseepkans,Unlawful possession of firearms and ammunition,2009,0
NC,Onseepkans,Unlawful possession of firearms and ammunition,2010,1
NC,Onseepkans,Unlawful possession of firearms and ammunition,2011,0
NC,Onseepkans,Unlawful possession of firearms and ammunition,2012,1
NC,Onseepkans,Unlawful possession of firearms and ammunition,2013,1
NC,Onseepkans,Unlawful possession of firearms and ammunition,2014,0
NC,Pabalello,All theft not mentioned elsewhere,2005,204
NC,Pabalello,All theft not mentioned elsewhere,2006,135
NC,Pabalello,All theft not mentioned elsewhere,2007,123
NC,Pabalello,All theft not mentioned elsewhere,2008,73
NC,Pabalello,All theft not mentioned elsewhere,2009,66
NC,Pabalello,All theft not mentioned elsewhere,2010,76
NC,Pabalello,All theft not mentioned elsewhere,2011,62
NC,Pabalello,All theft not mentioned elsewhere,2012,66
NC,Pabalello,All theft not mentioned elsewhere,2013,66
NC,Pabalello,All theft not mentioned elsewhere,2014,89
NC,Pabalello,Arson,2005,6
NC,Pabalello,Arson,2006,5
NC,Pabalello,Arson,2007,3
NC,Pabalello,Arson,2008,7
NC,Pabalello,Arson,2009,4
NC,Pabalello,Arson,2010,0
NC,Pabalello,Arson,2011,2
NC,Pabalello,Arson,2012,5
NC,Pabalello,Arson,2013,6
NC,Pabalello,Arson,2014,3
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2005,348
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2006,336
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2007,252
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2008,237
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2009,194
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2010,190
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2011,150
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2012,143
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2013,130
NC,Pabalello,Assault with the intent to inflict grievous bodily harm,2014,142
NC,Pabalello,Attempted murder,2005,49
NC,Pabalello,Attempted murder,2006,39
NC,Pabalello,Attempted murder,2007,31
NC,Pabalello,Attempted murder,2008,9
NC,Pabalello,Attempted murder,2009,14
NC,Pabalello,Attempted murder,2010,16
NC,Pabalello,Attempted murder,2011,22
NC,Pabalello,Attempted murder,2012,13
NC,Pabalello,Attempted murder,2013,11
NC,Pabalello,Attempted murder,2014,10
NC,Pabalello,Burglary at non-residential premises,2005,12
NC,Pabalello,Burglary at non-residential premises,2006,15
NC,Pabalello,Burglary at non-residential premises,2007,16
NC,Pabalello,Burglary at non-residential premises,2008,28
NC,Pabalello,Burglary at non-residential premises,2009,17
NC,Pabalello,Burglary at non-residential premises,2010,25
NC,Pabalello,Burglary at non-residential premises,2011,20
NC,Pabalello,Burglary at non-residential premises,2012,21
NC,Pabalello,Burglary at non-residential premises,2013,28
NC,Pabalello,Burglary at non-residential premises,2014,32
NC,Pabalello,Burglary at residential premises,2005,138
NC,Pabalello,Burglary at residential premises,2006,102
NC,Pabalello,Burglary at residential premises,2007,96
NC,Pabalello,Burglary at residential premises,2008,64
NC,Pabalello,Burglary at residential premises,2009,71
NC,Pabalello,Burglary at residential premises,2010,87
NC,Pabalello,Burglary at residential premises,2011,71
NC,Pabalello,Burglary at residential premises,2012,78
NC,Pabalello,Burglary at residential premises,2013,124
NC,Pabalello,Burglary at residential premises,2014,134
NC,Pabalello,Carjacking,2005,0
NC,Pabalello,Carjacking,2006,0
NC,Pabalello,Carjacking,2007,0
NC,Pabalello,Carjacking,2008,0
NC,Pabalello,Carjacking,2009,0
NC,Pabalello,Carjacking,2010,0
NC,Pabalello,Carjacking,2011,0
NC,Pabalello,Carjacking,2012,0
NC,Pabalello,Carjacking,2013,0
NC,Pabalello,Carjacking,2014,0
NC,Pabalello,Commercial crime,2005,3
NC,Pabalello,Commercial crime,2006,4
NC,Pabalello,Commercial crime,2007,4
NC,Pabalello,Commercial crime,2008,1
NC,Pabalello,Commercial crime,2009,1
NC,Pabalello,Commercial crime,2010,1
NC,Pabalello,Commercial crime,2011,0
NC,Pabalello,Commercial crime,2012,3
NC,Pabalello,Commercial crime,2013,3
NC,Pabalello,Commercial crime,2014,6
NC,Pabalello,Common assault,2005,184
NC,Pabalello,Common assault,2006,161
NC,Pabalello,Common assault,2007,72
NC,Pabalello,Common assault,2008,45
NC,Pabalello,Common assault,2009,63
NC,Pabalello,Common assault,2010,89
NC,Pabalello,Common assault,2011,90
NC,Pabalello,Common assault,2012,85
NC,Pabalello,Common assault,2013,64
NC,Pabalello,Common assault,2014,103
NC,Pabalello,Common robbery,2005,44
NC,Pabalello,Common robbery,2006,28
NC,Pabalello,Common robbery,2007,38
NC,Pabalello,Common robbery,2008,11
NC,Pabalello,Common robbery,2009,15
NC,Pabalello,Common robbery,2010,12
NC,Pabalello,Common robbery,2011,11
NC,Pabalello,Common robbery,2012,12
NC,Pabalello,Common robbery,2013,11
NC,Pabalello,Common robbery,2014,11
NC,Pabalello,Crimen injuria,2005,2
NC,Pabalello,Crimen injuria,2006,13
NC,Pabalello,Crimen injuria,2007,8
NC,Pabalello,Crimen injuria,2008,14
NC,Pabalello,Crimen injuria,2009,16
NC,Pabalello,Crimen injuria,2010,14
NC,Pabalello,Crimen injuria,2011,10
NC,Pabalello,Crimen injuria,2012,7
NC,Pabalello,Crimen injuria,2013,10
NC,Pabalello,Crimen injuria,2014,7
NC,Pabalello,Culpable homicide,2005,2
NC,Pabalello,Culpable homicide,2006,1
NC,Pabalello,Culpable homicide,2007,0
NC,Pabalello,Culpable homicide,2008,1
NC,Pabalello,Culpable homicide,2009,1
NC,Pabalello,Culpable homicide,2010,1
NC,Pabalello,Culpable homicide,2011,2
NC,Pabalello,Culpable homicide,2012,1
NC,Pabalello,Culpable homicide,2013,1
NC,Pabalello,Culpable homicide,2014,1
NC,Pabalello,Driving under the influence of alcohol or drugs,2005,4
NC,Pabalello,Driving under the influence of alcohol or drugs,2006,8
NC,Pabalello,Driving under the influence of alcohol or drugs,2007,22
NC,Pabalello,Driving under the influence of alcohol or drugs,2008,29
NC,Pabalello,Driving under the influence of alcohol or drugs,2009,34
NC,Pabalello,Driving under the influence of alcohol or drugs,2010,26
NC,Pabalello,Driving under the influence of alcohol or drugs,2011,17
NC,Pabalello,Driving under the influence of alcohol or drugs,2012,8
NC,Pabalello,Driving under the influence of alcohol or drugs,2013,15
NC,Pabalello,Driving under the influence of alcohol or drugs,2014,3
NC,Pabalello,Drug-related crime,2005,30
NC,Pabalello,Drug-related crime,2006,22
NC,Pabalello,Drug-related crime,2007,31
NC,Pabalello,Drug-related crime,2008,33
NC,Pabalello,Drug-related crime,2009,31
NC,Pabalello,Drug-related crime,2010,55
NC,Pabalello,Drug-related crime,2011,42
NC,Pabalello,Drug-related crime,2012,62
NC,Pabalello,Drug-related crime,2013,83
NC,Pabalello,Drug-related crime,2014,55
NC,Pabalello,Kidnapping,2005,2
NC,Pabalello,Kidnapping,2006,0
NC,Pabalello,Kidnapping,2007,0
NC,Pabalello,Kidnapping,2008,1
NC,Pabalello,Kidnapping,2009,0
NC,Pabalello,Kidnapping,2010,1
NC,Pabalello,Kidnapping,2011,1
NC,Pabalello,Kidnapping,2012,1
NC,Pabalello,Kidnapping,2013,0
NC,Pabalello,Kidnapping,2014,0
NC,Pabalello,Malicious injury to property,2005,99
NC,Pabalello,Malicious injury to property,2006,88
NC,Pabalello,Malicious injury to property,2007,68
NC,Pabalello,Malicious injury to property,2008,48
NC,Pabalello,Malicious injury to property,2009,48
NC,Pabalello,Malicious injury to property,2010,45
NC,Pabalello,Malicious injury to property,2011,53
NC,Pabalello,Malicious injury to property,2012,54
NC,Pabalello,Malicious injury to property,2013,38
NC,Pabalello,Malicious injury to property,2014,59
NC,Pabalello,Murder,2005,11
NC,Pabalello,Murder,2006,9
NC,Pabalello,Murder,2007,7
NC,Pabalello,Murder,2008,7
NC,Pabalello,Murder,2009,6
NC,Pabalello,Murder,2010,2
NC,Pabalello,Murder,2011,7
NC,Pabalello,Murder,2012,9
NC,Pabalello,Murder,2013,8
NC,Pabalello,Murder,2014,7
NC,Pabalello,Neglect and ill-treatment of children,2005,1
NC,Pabalello,Neglect and ill-treatment of children,2006,1
NC,Pabalello,Neglect and ill-treatment of children,2007,1
NC,Pabalello,Neglect and ill-treatment of children,2008,3
NC,Pabalello,Neglect and ill-treatment of children,2009,4
NC,Pabalello,Neglect and ill-treatment of children,2010,6
NC,Pabalello,Neglect and ill-treatment of children,2011,4
NC,Pabalello,Neglect and ill-treatment of children,2012,1
NC,Pabalello,Neglect and ill-treatment of children,2013,0
NC,Pabalello,Neglect and ill-treatment of children,2014,1
NC,Pabalello,Public violence,2005,0
NC,Pabalello,Public violence,2006,2
NC,Pabalello,Public violence,2007,0
NC,Pabalello,Public violence,2008,3
NC,Pabalello,Public violence,2009,0
NC,Pabalello,Public violence,2010,0
NC,Pabalello,Public violence,2011,1
NC,Pabalello,Public violence,2012,0
NC,Pabalello,Public violence,2013,0
NC,Pabalello,Public violence,2014,0
NC,Pabalello,Robbery at non-residential premises,2005,0
NC,Pabalello,Robbery at non-residential premises,2006,0
NC,Pabalello,Robbery at non-residential premises,2007,0
NC,Pabalello,Robbery at non-residential premises,2008,0
NC,Pabalello,Robbery at non-residential premises,2009,0
NC,Pabalello,Robbery at non-residential premises,2010,0
NC,Pabalello,Robbery at non-residential premises,2011,1
NC,Pabalello,Robbery at non-residential premises,2012,0
NC,Pabalello,Robbery at non-residential premises,2013,0
NC,Pabalello,Robbery at non-residential premises,2014,2
NC,Pabalello,Robbery at residential premises,2005,0
NC,Pabalello,Robbery at residential premises,2006,0
NC,Pabalello,Robbery at residential premises,2007,0
NC,Pabalello,Robbery at residential premises,2008,0
NC,Pabalello,Robbery at residential premises,2009,0
NC,Pabalello,Robbery at residential premises,2010,0
NC,Pabalello,Robbery at residential premises,2011,0
NC,Pabalello,Robbery at residential premises,2012,3
NC,Pabalello,Robbery at residential premises,2013,2
NC,Pabalello,Robbery at residential premises,2014,0
NC,Pabalello,Robbery with aggravating circumstances,2005,20
NC,Pabalello,Robbery with aggravating circumstances,2006,21
NC,Pabalello,Robbery with aggravating circumstances,2007,6
NC,Pabalello,Robbery with aggravating circumstances,2008,4
NC,Pabalello,Robbery with aggravating circumstances,2009,6
NC,Pabalello,Robbery with aggravating circumstances,2010,4
NC,Pabalello,Robbery with aggravating circumstances,2011,7
NC,Pabalello,Robbery with aggravating circumstances,2012,8
NC,Pabalello,Robbery with aggravating circumstances,2013,11
NC,Pabalello,Robbery with aggravating circumstances,2014,7
NC,Pabalello,Shoplifting,2005,4
NC,Pabalello,Shoplifting,2006,0
NC,Pabalello,Shoplifting,2007,1
NC,Pabalello,Shoplifting,2008,2
NC,Pabalello,Shoplifting,2009,3
NC,Pabalello,Shoplifting,2010,4
NC,Pabalello,Shoplifting,2011,1
NC,Pabalello,Shoplifting,2012,2
NC,Pabalello,Shoplifting,2013,1
NC,Pabalello,Shoplifting,2014,0
NC,Pabalello,Stock-theft,2005,15
NC,Pabalello,Stock-theft,2006,6
NC,Pabalello,Stock-theft,2007,0
NC,Pabalello,Stock-theft,2008,4
NC,Pabalello,Stock-theft,2009,4
NC,Pabalello,Stock-theft,2010,3
NC,Pabalello,Stock-theft,2011,3
NC,Pabalello,Stock-theft,2012,0
NC,Pabalello,Stock-theft,2013,3
NC,Pabalello,Stock-theft,2014,1
NC,Pabalello,Theft of motor vehicle and motorcycle,2005,6
NC,Pabalello,Theft of motor vehicle and motorcycle,2006,1
NC,Pabalello,Theft of motor vehicle and motorcycle,2007,2
NC,Pabalello,Theft of motor vehicle and motorcycle,2008,2
NC,Pabalello,Theft of motor vehicle and motorcycle,2009,2
NC,Pabalello,Theft of motor vehicle and motorcycle,2010,2
NC,Pabalello,Theft of motor vehicle and motorcycle,2011,2
NC,Pabalello,Theft of motor vehicle and motorcycle,2012,2
NC,Pabalello,Theft of motor vehicle and motorcycle,2013,1
NC,Pabalello,Theft of motor vehicle and motorcycle,2014,2
NC,Pabalello,Theft out of or from motor vehicle,2005,25
NC,Pabalello,Theft out of or from motor vehicle,2006,26
NC,Pabalello,Theft out of or from motor vehicle,2007,22
NC,Pabalello,Theft out of or from motor vehicle,2008,16
NC,Pabalello,Theft out of or from motor vehicle,2009,14
NC,Pabalello,Theft out of or from motor vehicle,2010,12
NC,Pabalello,Theft out of or from motor vehicle,2011,12
NC,Pabalello,Theft out of or from motor vehicle,2012,34
NC,Pabalello,Theft out of or from motor vehicle,2013,25
NC,Pabalello,Theft out of or from motor vehicle,2014,17
NC,Pabalello,Total Sexual Crimes,2005,49
NC,Pabalello,Total Sexual Crimes,2006,39
NC,Pabalello,Total Sexual Crimes,2007,41
NC,Pabalello,Total Sexual Crimes,2008,26
NC,Pabalello,Total Sexual Crimes,2009,21
NC,Pabalello,Total Sexual Crimes,2010,24
NC,Pabalello,Total Sexual Crimes,2011,25
NC,Pabalello,Total Sexual Crimes,2012,23
NC,Pabalello,Total Sexual Crimes,2013,39
NC,Pabalello,Total Sexual Crimes,2014,17
NC,Pabalello,Truck hijacking,2005,0
NC,Pabalello,Truck hijacking,2006,0
NC,Pabalello,Truck hijacking,2007,0
NC,Pabalello,Truck hijacking,2008,0
NC,Pabalello,Truck hijacking,2009,0
NC,Pabalello,Truck hijacking,2010,0
NC,Pabalello,Truck hijacking,2011,0
NC,Pabalello,Truck hijacking,2012,0
NC,Pabalello,Truck hijacking,2013,0
NC,Pabalello,Truck hijacking,2014,0
NC,Pabalello,Unlawful possession of firearms and ammunition,2005,3
NC,Pabalello,Unlawful possession of firearms and ammunition,2006,1
NC,Pabalello,Unlawful possession of firearms and ammunition,2007,0
NC,Pabalello,Unlawful possession of firearms and ammunition,2008,4
NC,Pabalello,Unlawful possession of firearms and ammunition,2009,1
NC,Pabalello,Unlawful possession of firearms and ammunition,2010,1
NC,Pabalello,Unlawful possession of firearms and ammunition,2011,0
NC,Pabalello,Unlawful possession of firearms and ammunition,2012,0
NC,Pabalello,Unlawful possession of firearms and ammunition,2013,1
NC,Pabalello,Unlawful possession of firearms and ammunition,2014,2
NC,Pampierstat,All theft not mentioned elsewhere,2005,133
NC,Pampierstat,All theft not mentioned elsewhere,2006,108
NC,Pampierstat,All theft not mentioned elsewhere,2007,61
NC,Pampierstat,All theft not mentioned elsewhere,2008,63
NC,Pampierstat,All theft not mentioned elsewhere,2009,59
NC,Pampierstat,All theft not mentioned elsewhere,2010,50
NC,Pampierstat,All theft not mentioned elsewhere,2011,51
NC,Pampierstat,All theft not mentioned elsewhere,2012,48
NC,Pampierstat,All theft not mentioned elsewhere,2013,48
NC,Pampierstat,All theft not mentioned elsewhere,2014,34
NC,Pampierstat,Arson,2005,10
NC,Pampierstat,Arson,2006,7
NC,Pampierstat,Arson,2007,8
NC,Pampierstat,Arson,2008,8
NC,Pampierstat,Arson,2009,12
NC,Pampierstat,Arson,2010,8
NC,Pampierstat,Arson,2011,2
NC,Pampierstat,Arson,2012,6
NC,Pampierstat,Arson,2013,2
NC,Pampierstat,Arson,2014,1
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2005,305
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2006,243
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2007,263
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2008,267
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2009,249
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2010,191
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2011,209
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2012,208
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2013,180
NC,Pampierstat,Assault with the intent to inflict grievous bodily harm,2014,178
NC,Pampierstat,Attempted murder,2005,8
NC,Pampierstat,Attempted murder,2006,4
NC,Pampierstat,Attempted murder,2007,5
NC,Pampierstat,Attempted murder,2008,3
NC,Pampierstat,Attempted murder,2009,8
NC,Pampierstat,Attempted murder,2010,7
NC,Pampierstat,Attempted murder,2011,5
NC,Pampierstat,Attempted murder,2012,3
NC,Pampierstat,Attempted murder,2013,5
NC,Pampierstat,Attempted murder,2014,1
NC,Pampierstat,Burglary at non-residential premises,2005,14
NC,Pampierstat,Burglary at non-residential premises,2006,30
NC,Pampierstat,Burglary at non-residential premises,2007,10
NC,Pampierstat,Burglary at non-residential premises,2008,5
NC,Pampierstat,Burglary at non-residential premises,2009,19
NC,Pampierstat,Burglary at non-residential premises,2010,23
NC,Pampierstat,Burglary at non-residential premises,2011,38
NC,Pampierstat,Burglary at non-residential premises,2012,35
NC,Pampierstat,Burglary at non-residential premises,2013,41
NC,Pampierstat,Burglary at non-residential premises,2014,37
NC,Pampierstat,Burglary at residential premises,2005,110
NC,Pampierstat,Burglary at residential premises,2006,160
NC,Pampierstat,Burglary at residential premises,2007,134
NC,Pampierstat,Burglary at residential premises,2008,156
NC,Pampierstat,Burglary at residential premises,2009,135
NC,Pampierstat,Burglary at residential premises,2010,139
NC,Pampierstat,Burglary at residential premises,2011,131
NC,Pampierstat,Burglary at residential premises,2012,134
NC,Pampierstat,Burglary at residential premises,2013,143
NC,Pampierstat,Burglary at residential premises,2014,148
NC,Pampierstat,Carjacking,2005,0
NC,Pampierstat,Carjacking,2006,0
NC,Pampierstat,Carjacking,2007,0
NC,Pampierstat,Carjacking,2008,0
NC,Pampierstat,Carjacking,2009,0
NC,Pampierstat,Carjacking,2010,0
NC,Pampierstat,Carjacking,2011,0
NC,Pampierstat,Carjacking,2012,1
NC,Pampierstat,Carjacking,2013,0
NC,Pampierstat,Carjacking,2014,0
NC,Pampierstat,Commercial crime,2005,1
NC,Pampierstat,Commercial crime,2006,9
NC,Pampierstat,Commercial crime,2007,16
NC,Pampierstat,Commercial crime,2008,4
NC,Pampierstat,Commercial crime,2009,4
NC,Pampierstat,Commercial crime,2010,7
NC,Pampierstat,Commercial crime,2011,2
NC,Pampierstat,Commercial crime,2012,4
NC,Pampierstat,Commercial crime,2013,6
NC,Pampierstat,Commercial crime,2014,4
